abertura_id,modelo,problema,tipo_equipamento,codigo_solicitado,cod_solic_desc,rn
9275304,32907,"SITUA?AO(EQUIPAMENTO DE TROCA):SO LIGA CONECTADO NO CARREGADOR, QUANDO REMOVE DESLIGA.NEGA INCIDENTE.


A?AO:ATENDIMENTO: 073FB466-B50F-11EC-96CC-0E3F745DCC9C

- CARREGADOR/FONTE ORIGINAL? 
- CARREGADOR/FONTE ORIGINAL? - SIM
- TEM MAU USO? - NAO
- STATUS DA BATERIA ? CARREGANDO? - NAO
- ABRIR CHAMADO 


SOLU?AO:ENCAMINHADO PARA ATP.

FOI INFORMADO SOBRE O BKP E DO REPARO CONFORME O CERTIFICADO DE GARANTIA DURANTE O ATENDIMENTO.

DATA DE ENTREGA:02/04/2022 - 60004075373
",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,5
8667816,32840,"BATERIA COM FALHA
ID DO ATENDIMENTO
92595789
SINTOMA:
- CLIENTE IDENTIFICOU QUE POSSUI UMA SINALIZA?AO DE RECALL PARA TROCA DA BATERIA.

A?AO:
- APARELHO SEM SINAL DE QUEDA OU BATIDA.
- ABRIR CHAMADO.

SOLU?AO:
- INFORMADO PARA CLIENTE SOBRE BACKUP DOS DADOS.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,6
8639751,48568,"S: CLIENTE ENTROU EM CONTATO RELATANDO QUE PRECISA COMPRAR UMA BATERIA PARA O SEU APARELHO.
AO INFORMAR O NS NO ASSIST APRESENTOU A SEGUINTE MENSAGEM: 

 RECALL:
CRP - ABRIR CHAMADO PARA TROCA DE BATERIA CONFORME PROCEDIMENTO HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 .

ATP - ESTE ATENDIMENTO DEVE SEGUIR O PROCEDIMENTO CONFORME BIT BATERIA W940 - LINHA POSITIVO PREMIUM/STILO.

A: DESTA FORMA, VAMOS ABRIR O CHAMADO PARA ATENDIMENTO SEM CUSTO.

S; CIENTE SOBRE PRAZOS, BACKUP E ACOMPANHAMENTO.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,7
8473871,48566,"APARELHO DE RECCL 

SINTOMA 
- CLIENTE ENTRA EM CONTATO SOLICITANDO ATENDIMENTO 

A?AO 
- COLETADO DADOS. 

SOLU?AO 
- ABRIR CHAMADO. 

DATA DE NASCIMENTO: 18/06/1996
",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,8
8382507,49817,"***NTB POSITIVO PREMIUM XS7205***
***CHAT***

SINTOMA:
CLIENTE RELATA>>>>>>>EU PRECISO TROCAR A BATERIA DO MEU NOTEBOOK E EU PRECISO SABER SE EU TENHO DIREITO DE TROCAR A BATERIA DO MEU NOTEBOOK SEM CUSTO, POIS EU VI QUE O N?MERO DE S?RIE DO MEU NOTEBOOK S?RIE 1AF53TN49 ESTAO TROCANDO A BATERIA

A?AO:
CIENTE DA TROCA DA BATERIA SEM CUSTOS

SOLU?AO:

DATA DE NASCIMENTO 17/07/86

***CIENTE DO BACKUP**
CLIENTE CIENTE TEMPO DE REPARO IR? VARIAR DE ACORDO COM A DISPONIBILIDADE DA NOVA PE?A, PODE LEVAR AT? 30 DIAS.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,9
8380121,45910,"DETALHES DO ATENDIMENTO
ID DO ATENDIMENTO
88448809

S - RECALL DE BATERIA

A: ABERTO CHAMADO NO ASSIST CONFORME PROCEDIMENTO DA INTRANET

S: INFORMADO AO CLIENTE SOBRE A ABERTURA DO CHAMADO",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,10
8357143,48569,"ID DO ATENDIMENTO
87667515
APARELHO AQUECENDO BASTANTE, AGORA NAO FUNCIONA CASO NAO ESTEJA LIGADO DIRETO NA TOMADA 
- ENTROU EM CONTATO POIS VERIFICOU QUESTAO DE RECALL DA BATERIA 

A?AO:
- RECALL PARA BATERIA
- CIENTE QUE OUTROS REPAROS NO APARELHO SOMENTE EM OR?AMENTO 
- APARELHO APRESENTA APENAS PROBLEMA NA BATERIA 
- APARELHO SEM SINAL DE QUEDA OU BATIDA
- ABRIR CHAMADO

SOLU?AO:
- INFORMADO PARA CLIENTE SOBRE BACKUP DOS DADOS.
",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,11
8258485,49479,"S: RECALL DA BATERIA DO APARELHO

A: VERIFICADO COM O CLIENTE, PRODUTO NAO SOFREU DANOS
CIENTE BACKUP 

S: ABERTO CHAMADO DE RECALL PARA O CLIENTE ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,12
8197400,48568,"SINTOMA: NOTEBOOK PAROU DE CARREGAR. QUER SABER INFORMA?OES SOBRE RECALL.

A?AO: VERIFICADO VIA INTRA - PARTICIPANTE DO PROGRAMA DE RECALL.
NEGA MAU USO/DANO CAUSADO, APENAS UM PROBLEMA DE TELA QUE J? FOI ARRUMADO.

SOLU?AO: ABERTURA DE CHAMADO.",NOTEBOOK,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,13
8186144,48902,"ID DO ATENDIMENTO
80903476
- APARELHO NAO LIGA 

A?AO:
- APARELHO FAZ PARTE DE UM RECALL PARA TROCA DA BATERIA 
- INFORMADO QUE OUTROS REPAROS SOMENTE COM OR?AMENTO (ESSE OR?AMENTO SER? GERADO PELA ATP QUE REALIZAR? A TROCA DE BATERIA).
- APARELHO SEM SINAL DE QUEDA OU BATIDA

SOLU?AO:
- INFORMADO PARA CLIENTE SOBRE BACKUP DOS DADOS.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,14
8133267,48530,"SITUA?AO(RECALL):PROBLEMA NA BATERIA, NAO SEGURA CARGA; DESLIGA SE REMOVER DO CARREGADOR.NEGA INCIDENTE.

A?AO: ATENDIMENTO: C0B26BEA-050C-11EC-9D4F-0E3F745DCC9C

- CARREGADOR/FONTE ORIGINAL? 
- CARREGADOR/FONTE ORIGINAL? - SIM
- TEM MAU USO? - NAO
- STATUS DA BATERIA ? CARREGANDO? - NAO
- ABRIR CHAMADO 


ABERTO CHAMADO CONFORME A INTRA;HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655

SOLU?AO: ENCAMINHADO PARA ATP. CIENTE DO BKP E DO REPARO CONFORME CERTIFICADO DE GARANTIA.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,15
8060252,48567,"**ESTE ATENDIMENTO DEVE SEGUIR O PROCEDIMENTO CONFORME BIT BATERIA W940 - LINHA POSITIVO PREMIUM/STILO... RECALL.**
DESEJA REALIZAR A TROCA DA BATERIA DO SEU APARELHO.


CLIENTE ORIENTADO A REALIZAR O BACKUP DOS DADOS E ENVIAR PARA A TROCA DA BATERIA. ATENDER A BATERIA EM GARANTIA.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,16
7978674,49478,"***NTB POSITIVO PREMIUM XS4005 MAO****
***CHAT***
ID: 190106905

SINTOMA:
O MEU NOTEBOOK, PREMIUM XS4005, EST? COM O CLOCK DO PROCESSADOR TRAVADO EM 0,52GHZ

***CLIENTE CIENTE DA TROCA DA BATERIA***

A?AO:
CLIENTE A TROCA DA BATERIA: OUTROS REPAROS SOMENTE COM OR?AMENTO (ESSE OR?AMENTO SER? GERADO PELA AUTORIZADA  QUE REALIZAR? A TROCA DE BATERIA).

***REALIZAR O BACKUP,, CLIENTE INFORMA QUE O PRODUTO CONSTA ALGUNS ARANHOES***


****TEMPO DE REPARO IR? VARIAR DE ACORDO COM A DISPONIBILIDADE DA NOVA PE?A, PODE LEVAR AT? 30 DIAS.*****

CIENTE NAO UTLIZAR O APARELHO>>>AS C?LULAS DE ALIMENTA?AO QUE COMPOEM AS BATERIAS DESSES NOTEBOOKS PODEM APRESENTAR CURTO CIRCUITO, OCASIONANDO O SUPERAQUECIMENTO DAS BATERIAS. NESTE CASO ESPEC?FICO, NAO SE DESCARTA A POSSIBILIDADE DE COMBUSTAO E PRINC?PIO DE INC?NDIO, PODENDO CAUSAR DANOS F?SICOS E MATERIAIS AOS CONSUMIDORES E A TERCEIROS.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,17
7963867,45910,"SINTOMA : RECALL DE BATERIA 


A?AO : CONFORME HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 REALIZADO ABERTURA DE CHAMADO DE RECALL, CLIENTE INFORMA QUE EXISTE DANO NA PLACA, MAQUINA NAO LIGA, DESEJA REALIZAR O RECALL E OR?AMENTO DA PARA REPARO DA PLACA, INFORMADO SOBRE O REALIZAR BACKUP DOS SEUS DADOS, NAS ATPS PODER? OCORRER A REINSTALA?AO DO SISTEMA OPERACIONAL, RESULTANDO NA PERDA DE TODOS OS DADOS.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,18
7935098,32924,"S: NAO INICIALIZA
A: ATENDIMENTO: CC1D8B72-D834-11EB-9803-0E3F745DCC9C

- SISTEMA CONTINUA O ORIGINAL OU FOI ALTERADO? - UTILIZO O  SISTEMA ORIGINAL
- QUAL A MENSAGEM DE ERRO NA INICIALIZA?AO? - NAO APRESENTA MENSAGEM DE ERRO
- REALIZAR LOAD NO BIOS - NAO SOLUCIONADO
- PR?XIMO PASSO RESULTA NA PERDA DOS DADOS (BACKUP)! - CONTINUAR
- CONSEGUIU RESTAURAR COM M?DIA BOOT?VEL WIN 10? - NAO TENHO COMO FAZER ESSE PROCEDIMENTO
- TEM MAU USO? - NAO
- ABRIR CHAMADO 
S:  ENCAMINHAR PARA ATP , PARA RECALL DA BATERIA ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,19
7820109,32924,"SINTOMA: PROBLEMA DE BATERIA



 ACAO : CRP - ABRIR CHAMADO PARA TROCA DE BATERIA CONFORME PROCEDIMENTO HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 .


 SINTOMA : ABRR CHAMADO

 ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,20
7729759,73643,"S> NAO CARREGA

A> ATENDIMENTO: BC4A8668-A464-11EB-A295-0E3F745DCC9C

- CARREGADOR/FONTE ORIGINAL? 
- CARREGADOR/FONTE ORIGINAL? - SIM
- TEM MAU USO? - NAO
- STATUS DA BATERIA ? CARREGANDO? - SIM
- BATERIA CARREGADA? - SIM
- ABRIR CHAMADO 

S> ENCAMINHADO PARA AN?LISE T?CNICA, CLIENTE CIENTE DE BKP E PRAZOS/CERTIFICADO DE GARANTIA
",NOTEBOOK,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,21
7727574,49478,"S: TELA AZUL
A: JA REALIZOU RESTAURA?AO E TESTE NA BIOS, NEGA MAU USO
S: VISUALIZADO PRODUTO NECESS?RIO IR PARA RECALL PARA SER TRATADA A BATERIA INFORMADO SOBRE PROCEDIMENTO, ORIENTADO A LEVAR A ATP, INFORMADO SOBRE BACKUP

CLIENTE NAO LEMBRA A DATA DE COMPRA, MAS PRODUTO ESTA FORA DE GARANTIA ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,22
7720560,45910,"S> BATERIA NAO EST? FUNCIONANDO 

A>ATENDIMENTO: D691C9A4-A1FE-11EB-874B-0E3F745DCC9C

- CARREGADOR/FONTE ORIGINAL? 
- CARREGADOR/FONTE ORIGINAL? - SIM
- TEM MAU USO? - NAO
- STATUS DA BATERIA ? CARREGANDO? - SIM
- BATERIA CARREGADA? - SIM
- ABRIR CHAMADO 

S> PRODUTO DE RECALL, ENCAMINHADO PARA GARANTIA. CLIENTE CIENTE DE PRAZOS E RECALL, ORIENTADO SOBRE BACKUP E ADICIONAIS. ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,23
7703752,32924,"SINTOMA: INFORMA?AO SOBRE COMPRA DE BATERIA 

VERIFICADO EQUIPAMENTO RECALL. VAMOS ATENDER 

SOLU?AO; CONFIRMADO DADOS ABERTO CHAMADO.",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,24
7696465,48798,"N? DE S?RIE: 1AD73DF8N

SINTOMA: INFORMA?OES 

A?AO: CLIENTE SOLICITA 

CRP - ABRIR CHAMADO PARA TROCA DE BATERIA CONFORME PROCEDIMENTO HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 .

ATP - ESTE ATENDIMENTO DEVE SEGUIR O PROCEDIMENTO CONFORME BIT BATERIA W940 - LINHA POSITIVO PREMIUM/STILO.

NAO POSSUI DANOS F?SICOS 

- MESMO COM DANOS F?SICOS E DEFEITOS NAO COBERTOS NA GARANTIA E/OU NO PROGRAMA DE RECALL O ENVIO ? ATP NAO SER? COBRADO.


SOLU?AO: ATENDIMENTO NA BASE DE RECALL. 


CONTATO: 11 26496092 / 988135459
E-MAIL: ADILSONALMEIDASP@GMAIL.COM
",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,25
7594012,32924,"***NTB POSITIVO PREMIUM TV XS3210 MAO****

SINTOMA: NAO  LIGA

CLIENTE CIENTE:
 RECALL:
CRP - ABRIR CHAMADO PARA TROCA DE BATERIA CONFORME PROCEDIMENTO HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 .

ATP - ESTE ATENDI

A?AO:
CIENTE QUE DEVE ENCAMINHAR O APARELHOI
- MESMO COM DANOS F?SICOS E DEFEITOS NAO COBERTOS NA GARANTIA E/OU NO PROGRAMA DE RECALL O ENVIO ? ATP NAO SER? COBRADO.


AS C?LULAS DE ALIMENTA?AO QUE COMPOEM AS BATERIAS DESSES NOTEBOOKS PODEM APRESENTAR CURTO CIRCUITO, OCASIONANDO O SUPERAQUECIMENTO DAS BATERIAS. NESTE CASO ESPEC?FICO, NAO SE DESCARTA A POSSIBILIDADE DE COMBUSTAO E PRINC?PIO DE INC?NDIO, PODENDO CAUSAR DANOS F?SICOS E MATERIAIS AOS CONSUMIDORES E A TERCEIROS.


 ORIENTAR O CLIENTE A REALIZAR BACKUP DOS SEUS DADOS, NAS ATPS PODER? OCORRER A REINSTALA?AO DO SISTEMA OPERACIONAL, RESULTANDO NA PERDA DE TODOS OS DADOS.

SOLU?AO:
ABRIR CHAMADO",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,26
7555422,32840,"SINTOMA:    CLIENTE ENTRA EM CONTATO PARA TROCA DE BATERIA SEGUNDO RECALL E SOLICITA REPARO VIA OR?AMENTO DE TELA QUE FICA ACENDENDO E PISCANDO DURANTE O USO

A?AO:
INFORMADO SOBRE BACKUP DE ARQUIVOS E ACOMPANHAMENTO DE REPARO PELO SITE",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,27
7554315,49484,TELA COM LISTRAS,null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,28
7519933,53405,"***CORTESIA***CORTESIA***CORTESIA***CORTESIA***CORTESIA***
POR GENTILEZA ATENDER EQUIPAMENTO EM CORTESIA ",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,29
7378559,48567,"
A?AO: SEM DANOS  E LIGANDO DIRETO NA TOMADA .
SOLU?AO:  ABERTO RECALL PARA TROCA .",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,30
7368259,48297,"SINTOMA: NAO LIGA

A?AO: APARELHO FAZ PARTE DE PROGRAMA DE RECALL HTTP://INTRANETCRP.POSITIVO.CORP/?P=61655 

SOLU?AO: SER? ENVIADO PARA AN?LISE NA ATP E TROCA DA BATERIA",null,000000000011099468,BATER 3C LI-ION 2200MAH CLEVO MONT,31
